iter	Logloss
157	0.4611004409
158	0.4609400651
159	0.460790379
160	0.4606133851
161	0.4604395498
162	0.4603106588
163	0.4601258785
164	0.4599543765
165	0.4597908781
166	0.4596773687
167	0.4595430526
168	0.4594244649
169	0.4593116567
170	0.4591683923
171	0.4590352678
172	0.4588536456
173	0.4587350466
174	0.4586010647
175	0.4584971541
176	0.4583896144
177	0.4581991387
178	0.4580525761
179	0.4579010598
180	0.4578102004
181	0.4576524398
182	0.4575282499
183	0.4574053961
184	0.4572260314
185	0.4571076036
186	0.4569607214
187	0.4568444024
188	0.4567445749
189	0.4565214163
190	0.4563539917
191	0.4562229556
192	0.4560830947
193	0.455957192
194	0.4558006972
195	0.4555829351
196	0.4554333796
197	0.4553583239
198	0.4552045356
199	0.4550856678
200	0.4549660057
201	0.4548756757
202	0.4547548463
203	0.4546348953
204	0.4544727599
205	0.4543419664
206	0.4542152658
207	0.4540495606
208	0.4539406063
209	0.4537830914
210	0.4536181736
211	0.453482474
212	0.4533643211
213	0.4531981798
214	0.453009279
215	0.4529082569
216	0.4527511448
217	0.4526004731
218	0.4524553147
219	0.4523371132
220	0.4522316515
221	0.4521082452
222	0.4519629454
223	0.4518171887
224	0.4517112612
225	0.4515743513
226	0.4514308434
227	0.4513189383
228	0.4512364557
229	0.4511290642
230	0.4510396233
231	0.4509110916
232	0.4508236595
233	0.4506956608
234	0.4505968477
235	0.4505209158
236	0.4504167648
237	0.4502876978
238	0.4501954548
239	0.4500236242
240	0.4499075361
241	0.4497943123
242	0.4496688613
243	0.4495255867
244	0.4493988328
245	0.4492769413
246	0.4491169528
247	0.4489983961
248	0.4488644777
249	0.4487599871
250	0.4486213216
251	0.448532598
252	0.4484367475
253	0.4483075887
254	0.4482269444
255	0.4481192682
256	0.448012503
257	0.4479085024
258	0.4477858429
259	0.4476799153
260	0.4475558962
261	0.4474859406
262	0.4473364883
263	0.4471801866
264	0.4470739418
265	0.4469374756
266	0.4468148397
267	0.4467163735
268	0.4465760877
269	0.4464554408
270	0.446324346
271	0.44617401
272	0.4460821952
273	0.4459836827
274	0.4458735443
275	0.4457862101
276	0.4457216178
277	0.445593609
278	0.4454455862
279	0.4453011556
280	0.4451598996
281	0.4450739266
282	0.444980652
283	0.4448228266
284	0.4447165281
285	0.4445925311
286	0.4445273316
287	0.444444377
288	0.444311492
289	0.4441894812
290	0.4440402683
291	0.4439708497
292	0.4438503041
293	0.4437698151
294	0.4436733635
295	0.4435401459
296	0.4434178195
297	0.4433130802
298	0.4432256913
299	0.4431110702
300	0.4429566141
301	0.4428843105
302	0.4427548792
303	0.4426405722
304	0.442524601
305	0.4424119398
306	0.4423471401
307	0.4422836435
308	0.4421340193
309	0.4419889249
310	0.441937615
311	0.4418352923
312	0.4417116343
313	0.4416205777
314	0.4415407781
315	0.4414839042
316	0.441367233
317	0.4412659022
318	0.4411359355
319	0.4410632897
320	0.4409567339
321	0.4408692527
322	0.4407539412
323	0.4406393357
324	0.4405390622
325	0.4404729633
326	0.4403597354
327	0.44027205
328	0.4401943982
329	0.440117368
330	0.4399655143
331	0.4398459032
332	0.4397332351
333	0.4396227367
334	0.4395112173
335	0.4393874411
336	0.4392949949
337	0.4391739279
338	0.439052832
339	0.4389259607
340	0.4388520891
341	0.4387306481
342	0.438593075
343	0.4384815763
344	0.4383818549
345	0.4382547569
346	0.4381541438
347	0.438046117
348	0.4379532802
349	0.4378209296
350	0.4377043005
351	0.437589657
352	0.4375201588
353	0.4374417463
354	0.437340959
355	0.4372712479
356	0.4371921207
357	0.4371468349
358	0.4370713905
359	0.4369953486
360	0.4369103665
361	0.4368497798
362	0.4367970658
363	0.4366817476
364	0.436549999
365	0.4364655815
366	0.4364032958
367	0.4363145645
368	0.4362155834
369	0.4361135007
370	0.4360191776
371	0.4358859063
372	0.4357718724
373	0.4357189353
374	0.4355779009
375	0.4355122628
376	0.435439563
377	0.435324246
378	0.4352426426
379	0.4351190242
380	0.4350622826
381	0.4350189369
382	0.4348976638
383	0.434750858
384	0.4346539539
385	0.4345842442
386	0.4345074996
387	0.4344566732
388	0.4343781797
389	0.434259529
390	0.434160602
391	0.4341036293
392	0.4340195328
393	0.433890873
394	0.4338407628
395	0.4337546415
396	0.4336990996
397	0.4336162797
398	0.4334836694
399	0.4334094087
400	0.4333136637
401	0.433212499
402	0.4331272564
403	0.4330714589
404	0.4330180185
405	0.4328805211
406	0.432821517
407	0.4327429557
408	0.4326573253
409	0.4325837485
410	0.4325068448
411	0.4323960069
412	0.4323179409
413	0.4322611914
414	0.4321650082
415	0.4320919995
416	0.4320107819
417	0.4318939681
418	0.4318098917
419	0.4317196049
420	0.4316112807
421	0.4315025183
422	0.4313874459
423	0.4312898586
424	0.4312109398
425	0.4311390044
426	0.4310030522
427	0.430925064
428	0.4308451777
429	0.4307633827
430	0.4306565129
431	0.43055192
432	0.4304549188
433	0.430390067
434	0.4302944798
435	0.4302269329
436	0.4301564892
437	0.4300645574
438	0.4300058212
439	0.4299174341
440	0.4298487157
441	0.4297724604
442	0.4296937084
443	0.4295728976
444	0.4295111184
445	0.4294149771
446	0.4293500208
447	0.4292694248
448	0.4291825092
449	0.4290605805
450	0.4289954925
451	0.4289023235
452	0.4288302529
453	0.4287547663
454	0.4286359161
455	0.4285690793
456	0.4284831694
457	0.4284278807
458	0.4283399432
459	0.4282453756
460	0.4281500367
461	0.4280962705
462	0.4279825009
463	0.4279152257
464	0.4278477089
465	0.4277393282
466	0.4276758973
467	0.427600259
468	0.4274944176
469	0.4273675875
470	0.4272195874
471	0.4271116438
472	0.4270373603
473	0.4269731303
474	0.4268671635
475	0.4268136198
476	0.4267458144
477	0.4266342197
478	0.4265377435
479	0.4264784029
480	0.4264103986
481	0.4263574472
482	0.426263446
483	0.4261735076
484	0.4261018453
485	0.4260205595
486	0.4259445707
487	0.4258656733
488	0.425807214
489	0.4257176015
490	0.425622233
491	0.4255183915
492	0.4254624605
493	0.4253468733
494	0.4252903066
495	0.4251498187
496	0.4250883124
497	0.4250078881
498	0.4248978975
499	0.4248111826
500	0.4247627087
501	0.4246558368
502	0.4246009211
503	0.4245245108
504	0.4244580005
505	0.424351666
506	0.4242728964
507	0.4242193458
508	0.4241493545
509	0.4240448742
510	0.423959512
511	0.4238790891
512	0.4237927056
513	0.4237336653
514	0.4236375116
515	0.4235742448
516	0.423477976
517	0.4234121265
518	0.4233666169
519	0.4232956428
520	0.4231746557
521	0.4230507461
522	0.4229716398
523	0.4229180352
524	0.422853602
525	0.422757868
526	0.4226710323
527	0.4225563241
528	0.4224397992
529	0.422374232
530	0.4223183655
531	0.4222285497
532	0.4221582385
533	0.4220580797
534	0.4220072914
535	0.4219514571
536	0.4218531617
537	0.4217753532
538	0.4216799772
539	0.4216032867
540	0.421484686
541	0.4214042648
542	0.4213528159
543	0.4212801432
544	0.4212370281
545	0.4211905086
546	0.4210941677
547	0.421028362
548	0.4209247905
549	0.4208294609
550	0.4207038831
551	0.4206268607
552	0.4205368465
553	0.4204601167
554	0.4203446814
555	0.4202399417
556	0.4201235708
557	0.4200601741
558	0.4200061142
559	0.4199105085
560	0.4198735341
561	0.4198313134
562	0.4197566037
563	0.4196731032
564	0.4195778689
565	0.4194624125
566	0.419402388
567	0.4193299511
568	0.4192584919
569	0.4191939043
570	0.4191126619
571	0.419022764
572	0.4189627927
573	0.4188819033
574	0.4188279563
575	0.4187442393
576	0.4186565221
577	0.4185700896
578	0.4185066444
579	0.4184306991
580	0.4183440505
581	0.4182704685
582	0.4182188431
583	0.418161236
584	0.4180739815
585	0.4179941837
586	0.417896097
587	0.4177875395
588	0.4177182599
589	0.417647133
590	0.4175488786
591	0.4174832762
592	0.4174182198
593	0.4173609708
594	0.4172668794
595	0.4171772597
596	0.4171238927
597	0.4170107438
598	0.4169433515
599	0.4168282276
600	0.4167227403
601	0.4166359699
602	0.4165602497
603	0.4165025502
604	0.4164260833
605	0.4163431318
606	0.4162845321
607	0.4162468914
608	0.4161781022
609	0.4160717164
610	0.4159769335
611	0.4158458115
612	0.4157715242
613	0.4157221052
614	0.415632102
615	0.4155788332
616	0.4155098622
617	0.4154343209
618	0.4153517909
619	0.4152777311
620	0.4152171062
621	0.415121005
622	0.4150406654
623	0.4150043452
624	0.4149106542
625	0.4148134198
626	0.4147633959
627	0.414677705
628	0.4146036804
629	0.4145419672
630	0.4144760589
631	0.4143983275
632	0.41429204
633	0.4142009947
634	0.4141433468
635	0.4140493342
636	0.4139682507
637	0.4139052119
638	0.4138284943
639	0.4137687994
640	0.4136647206
641	0.4136282976
642	0.4135706599
643	0.413519421
644	0.413447479
645	0.4133516028
646	0.4132827157
647	0.4132113306
648	0.4131251211
649	0.413036119
650	0.412942938
651	0.4128798624
652	0.4128227003
653	0.4127218851
654	0.4126712024
655	0.4126091074
656	0.4125601966
657	0.4125052498
658	0.4124531422
659	0.4123870779
660	0.4123391307
661	0.4122591998
662	0.4122040911
663	0.4121473576
664	0.4120528111
665	0.4119533641
666	0.4118913189
667	0.4118416022
668	0.4117970795
669	0.4117459549
670	0.411689498
671	0.4116387047
672	0.4115897059
673	0.4115269446
674	0.4114594396
675	0.4113765363
676	0.4112861151
677	0.4111734661
678	0.4111133718
679	0.4110625985
680	0.4109600447
681	0.4108757326
682	0.4108173569
683	0.4107322744
684	0.4106692951
685	0.4105962515
686	0.4105035294
687	0.410421364
688	0.4102949093
689	0.4101966056
690	0.4101503198
691	0.4101192122
692	0.4100557521
693	0.4099723758
694	0.4099036263
695	0.4098380956
696	0.4097855077
697	0.4097019607
698	0.4096200845
699	0.409526587
700	0.4094548685
701	0.409386945
702	0.40932783
703	0.4092680506
704	0.4091653059
705	0.4090979044
706	0.409058974
707	0.4089846499
708	0.4089028998
709	0.4088493316
710	0.4087538755
711	0.4086792725
712	0.4085841522
713	0.4084935216
714	0.4083657701
715	0.4082684524
716	0.4082112046
717	0.4081628444
718	0.408087699
719	0.4080226158
720	0.4079547109
721	0.4078194772
722	0.407731619
723	0.4076689753
724	0.4075989277
725	0.4074954429
726	0.4073944062
727	0.4073225682
728	0.4072557088
729	0.4071543402
730	0.4070765093
731	0.4070242592
732	0.4069279182
733	0.4068720331
734	0.4067931585
735	0.4067281758
736	0.4066202383
737	0.4065786201
738	0.4065198672
739	0.4064512236
740	0.4064018814
741	0.4063350285
742	0.4062866989
743	0.4062343379
744	0.4061555111
745	0.4060455819
746	0.4059714372
747	0.4058685189
748	0.4058038706
749	0.4057654598
750	0.4056923945
751	0.4056393075
752	0.4055672047
753	0.4054368709
754	0.4053568538
755	0.4052953922
756	0.4052382504
757	0.4051747779
758	0.4050667914
759	0.4049703616
760	0.404911428
761	0.4048371999
762	0.4047796837
763	0.4047253297
764	0.4046407775
765	0.404527879
766	0.4044600557
767	0.4043968546
768	0.4043115798
769	0.4041736287
770	0.4041176907
771	0.4040482016
772	0.4039931343
773	0.4039372706
774	0.4038959028
775	0.403858473
776	0.403795008
777	0.4036853622
778	0.4035677973
779	0.4034657717
780	0.4033942353
781	0.4033410026
782	0.403269255
783	0.4032254549
784	0.4031742769
785	0.4030780477
786	0.40298642
787	0.4029143598
788	0.402857793
789	0.4027973775
790	0.4027135239
791	0.4026527571
792	0.4025754678
793	0.402513532
794	0.4024492746
795	0.4023948103
796	0.4023152036
797	0.4022463694
798	0.4021890861
799	0.4021270367
800	0.4020656941
801	0.4019945077
802	0.4019052933
803	0.4018490025
804	0.4017950301
805	0.4017523289
806	0.4016569243
807	0.4015877552
808	0.4015375908
809	0.40147001
810	0.4013705701
811	0.4013274642
812	0.4012476191
813	0.4012030653
814	0.4011570575
815	0.4010818194
816	0.4009914791
817	0.4009429924
818	0.400881926
819	0.400805721
820	0.4007526488
821	0.4006737105
822	0.4006185995
823	0.4005747856
824	0.4005042348
825	0.4004443841
826	0.4003468665
827	0.4002885417
828	0.4002405032
829	0.4001976068
830	0.4001263067
831	0.4000344701
832	0.3999614901
833	0.3999095113
834	0.3998623697
835	0.3997970912
836	0.399724026
837	0.399683138
838	0.3996314864
839	0.3995832105
840	0.3995029394
841	0.3994202173
842	0.3993091716
843	0.3992515375
844	0.3992086605
845	0.399173504
846	0.3991007152
847	0.3990095518
848	0.3989443817
849	0.3989066816
850	0.3988357882
851	0.3987930099
852	0.3987325062
853	0.3986412801
854	0.3985900066
855	0.3984910872
856	0.3984442224
857	0.3983698614
858	0.398319978
859	0.3982271266
860	0.3981710002
861	0.3980851882
862	0.3980233191
863	0.3979282204
864	0.3978660008
865	0.3978185482
866	0.3977696314
867	0.397716439
868	0.3976730653
869	0.3975996853
870	0.397536127
871	0.3974728597
872	0.3973956323
873	0.3973578222
874	0.3973232863
875	0.3972491285
876	0.3971837085
877	0.3971154713
878	0.3970713573
879	0.3969964635
880	0.3969282794
881	0.3968723485
882	0.3968147013
883	0.396713481
884	0.396681407
885	0.3965834463
886	0.3964899063
887	0.396407747
888	0.39634711
889	0.3962644299
890	0.3961713853
891	0.3960959336
892	0.3960025913
893	0.395951663
894	0.3958981122
895	0.3957964661
896	0.395729723
897	0.3956550026
898	0.3955669164
899	0.3954999963
900	0.3954597562
901	0.3954207673
902	0.3953896203
903	0.39530181
904	0.3952255247
905	0.3951718813
906	0.3950975207
907	0.3950349433
908	0.3949633477
909	0.3948749926
910	0.3947671417
911	0.3946976432
912	0.3946025492
913	0.3945444529
914	0.3944532898
915	0.3943922251
916	0.3943085517
917	0.394233854
918	0.3941773867
919	0.3940945998
920	0.3940326958
921	0.393964138
922	0.3938571122
923	0.3938017532
924	0.3937365737
925	0.3936653954
926	0.3935685979
927	0.3935224447
928	0.3934697659
929	0.3934188907
930	0.3933651651
931	0.3932992673
932	0.3932397553
933	0.3931623795
934	0.3931130523
935	0.3930439794
936	0.3929831965
937	0.3929264722
938	0.3928782108
939	0.3928136285
940	0.3927442412
941	0.3926985525
942	0.3926530048
943	0.3925951592
944	0.392504397
945	0.3924687314
946	0.392407845
947	0.392351893
948	0.3922830996
949	0.3922296632
950	0.392156367
951	0.3920972995
952	0.3920185472
953	0.3919715321
954	0.3919119791
955	0.3918126473
956	0.3917360407
957	0.3916786703
958	0.3916144988
959	0.3915441866
960	0.3914832306
961	0.3914140613
962	0.3913288728
963	0.3912761652
964	0.3911940949
965	0.3911397559
966	0.3911030836
967	0.3910357252
968	0.3909962956
969	0.3909545039
970	0.3908816112
971	0.3908401164
972	0.3907650774
973	0.3907129755
974	0.390667746
975	0.3905961802
976	0.3905479026
977	0.3905081842
978	0.390460846
979	0.3904025187
980	0.3903340892
981	0.3903190824
982	0.3902501789
983	0.3901908922
984	0.3901194534
985	0.39006278
986	0.3899875573
987	0.3899452259
988	0.389859888
989	0.3897832362
990	0.3896930611
991	0.3896436912
992	0.3895782543
993	0.3895069769
994	0.3894376309
995	0.3893688034
996	0.3893080993
997	0.3892438933
998	0.3892098456
999	0.3891447584
